Satisfaction Score,Churn Score,Tenure in Months,Monthly Charge,Total Long Distance Charges,Number of Referrals,CLTV,Age,Dependents,Internet Service,Gender,Churn
3,77,54,70.7,2616.3,3,5276,49,0,1,Male,0
2,65,43,110.75,624.36,1,2728,77,0,1,Male,1
2,90,1,70.5,41.39,0,4123,53,0,1,Female,1
3,30,9,75.6,189.99,0,4990,58,0,1,Male,0
3,30,7,71.35,349.86,3,3459,47,1,1,Male,0
4,71,49,85.3,696.29,1,4696,44,0,1,Male,0
4,79,26,47.85,0.0,10,4362,34,0,1,Female,0
4,20,66,105.2,2787.18,6,4016,39,0,1,Female,0
1,72,3,96.6,29.85,0,3260,48,0,1,Female,1
3,66,18,73.55,135.18,0,5313,71,0,1,Female,0
3,29,20,39.4,0.0,4,3899,33,1,1,Male,0
3,56,56,75.75,1031.52,0,6487,61,0,1,Male,0
4,45,71,24.7,1383.79,1,5187,42,1,0,Female,0
3,65,41,104.45,403.85,2,2719,45,0,1,Female,0
4,40,50,105.05,2045.0,1,5324,77,0,1,Male,0
5,22,13,30.15,0.0,0,3540,50,1,1,Female,0
4,54,9,19.5,394.47,0,4883,56,0,0,Female,0
3,87,50,88.05,1856.0,1,5813,79,0,1,Female,1
3,86,3,97.9,90.54,0,4330,40,0,1,Female,1
2,94,12,91.3,408.12,0,4703,79,0,1,Female,1
4,58,62,56.15,493.52,0,4529,48,0,1,Male,0
1,92,4,50.4,121.76,0,4399,60,0,1,Male,1
3,82,38,70.15,218.5,0,2645,73,0,1,Male,1
4,68,14,55.5,258.72,0,3520,54,0,1,Male,0
5,28,52,80.95,2012.92,0,4924,32,0,1,Female,0
3,46,41,53.95,0.0,8,3920,65,0,1,Male,0
1,69,68,89.6,1640.84,1,5651,70,0,1,Female,1
3,79,40,64.1,805.2,0,5056,63,1,1,Female,0
4,20,71,105.7,2066.81,8,4420,52,0,1,Male,0
4,77,60,109.45,275.4,6,4350,36,0,1,Male,0
3,52,27,20.35,1073.79,0,4962,42,0,0,Male,0
4,62,62,86.1,2678.4,2,5769,51,0,1,Male,0
4,34,72,110.75,2861.28,1,4848,48,0,1,Female,0
3,49,59,64.05,0.0,3,6306,77,0,1,Male,0
3,36,63,50.65,1595.16,6,4847,37,1,1,Female,0
3,22,13,56.0,351.52,0,5156,63,1,1,Female,0
4,22,72,110.65,2967.12,5,4259,24,0,1,Female,0
4,76,4,20.7,108.16,0,3027,49,0,0,Male,0
3,79,35,75.35,876.4,0,2785,53,0,1,Male,1
4,30,70,25.15,632.1,7,4279,61,0,0,Male,0
5,32,41,111.15,1253.78,0,5038,29,1,1,Male,0
5,29,53,19.55,1606.43,10,4670,49,1,0,Female,0
3,34,62,25.8,510.26,0,6201,55,0,0,Female,0
1,90,68,113.15,1609.56,1,4610,48,0,1,Male,1
4,38,58,24.45,138.04,0,6490,42,0,0,Male,0
3,39,24,20.15,788.64,1,3573,33,0,0,Female,0
4,64,63,75.55,398.79,7,4626,58,0,1,Female,0
4,23,26,54.75,1035.84,0,4020,27,0,1,Female,0
5,54,26,93.6,651.04,0,4030,65,0,1,Male,0
4,67,35,20.75,1242.5,0,4261,34,0,0,Female,0
3,46,68,88.15,1483.76,0,5531,63,0,1,Female,0
4,48,15,91.0,453.3,0,4602,31,1,1,Male,0
1,82,1,86.0,28.82,0,5359,65,0,1,Female,1
4,38,53,60.6,1695.47,3,4854,29,1,1,Female,0
5,56,47,20.55,1985.75,0,3313,62,0,0,Male,0
4,52,40,102.65,1311.2,0,3655,42,0,1,Male,0
4,57,66,62.5,0.0,0,4165,52,0,1,Female,0
4,65,23,55.3,36.34,0,4028,25,1,1,Male,0
2,89,4,77.95,123.8,0,5365,31,0,1,Female,1
3,26,2,69.8,22.38,0,3527,31,0,1,Male,0
1,90,1,20.6,47.26,0,3618,56,0,0,Male,1
3,49,67,83.85,3008.3,10,5261,66,0,1,Male,0
5,47,6,20.7,46.32,0,5346,31,0,0,Female,0
3,24,68,54.45,360.4,0,5310,24,0,1,Female,0
3,56,67,104.6,757.77,10,4743,32,1,1,Male,0
3,74,1,54.65,36.33,0,5882,41,0,1,Female,0
2,79,3,75.5,142.53,0,5948,30,0,1,Female,1
4,38,65,111.05,2715.7,0,5261,50,0,1,Female,0
3,65,33,50.0,0.0,1,5600,80,0,1,Male,0
3,34,40,62.05,0.0,0,2290,38,0,1,Male,0
4,52,43,90.25,540.94,0,2223,65,0,1,Female,0
5,36,21,19.95,924.21,0,3632,34,0,0,Male,0
3,34,24,19.75,657.12,4,3455,32,0,0,Male,0
5,27,56,44.85,0.0,0,4021,58,0,1,Female,0
3,70,72,114.3,1147.68,1,5879,43,1,1,Male,0
3,85,1,70.6,27.12,0,4063,48,0,1,Female,1
3,20,63,19.25,1094.94,9,4538,57,0,0,Male,0
5,59,67,105.65,1191.93,8,6383,45,1,1,Female,0
3,62,71,116.05,1872.98,5,6481,41,1,1,Male,0
4,68,5,75.15,228.45,0,5900,51,0,1,Male,0
4,59,35,73.0,106.4,0,2715,79,0,1,Male,0
3,20,12,49.85,0.0,0,3100,58,0,1,Female,0
5,21,19,19.9,608.57,0,3245,47,0,0,Female,0
2,73,5,92.5,16.25,0,2810,33,0,1,Male,1
4,23,56,21.2,2723.28,0,6473,38,0,0,Male,0
3,91,7,94.25,84.35,0,5267,22,0,1,Male,1
5,39,63,25.25,1543.5,8,6245,19,1,0,Male,0
3,27,9,90.35,274.14,9,2993,22,1,1,Male,0
3,48,63,63.55,74.34,6,5733,62,1,1,Female,0
5,36,53,85.7,1422.52,5,5957,51,1,1,Male,0
1,85,13,80.85,163.02,0,5964,40,0,1,Male,1
3,55,16,80.75,736.0,8,2942,59,0,1,Male,0
3,52,33,79.95,1395.57,0,3118,64,0,1,Female,0
3,21,59,88.75,952.85,3,6492,75,1,1,Female,0
3,85,10,80.25,271.0,0,3598,40,0,1,Female,1
5,30,30,68.95,679.2,0,4403,37,0,1,Female,0
3,41,53,97.75,1745.82,6,4488,44,0,1,Male,0
3,40,1,45.25,11.89,0,3144,71,0,1,Male,0
1,82,37,98.8,1136.64,0,3066,27,0,1,Male,1
5,26,1,19.1,5.02,0,3313,28,0,0,Female,0
1,89,1,35.05,0.0,0,3706,62,0,1,Female,1
5,27,11,53.8,81.62,0,5899,33,0,1,Female,0
1,93,1,71.65,17.54,0,2377,60,0,1,Male,1
1,66,1,85.7,45.81,0,4880,68,0,1,Female,1
4,39,34,105.35,1119.96,0,5432,47,1,1,Female,0
4,20,8,69.7,334.8,0,5242,66,0,1,Male,0
4,71,57,74.35,1406.19,0,5548,30,0,1,Male,0
1,95,8,85.2,211.28,0,2887,32,0,1,Female,1
1,83,4,49.35,104.16,0,5858,40,1,1,Male,1
3,59,72,109.55,1275.12,1,4086,67,0,1,Male,0
4,67,72,97.0,2792.88,1,6302,27,0,1,Female,0
5,44,37,100.3,1667.22,0,4040,26,0,1,Female,0
3,63,43,94.3,197.37,1,2040,71,0,1,Male,0
4,68,56,99.75,1149.68,9,5926,45,0,1,Female,0
3,20,53,24.05,2086.61,0,4865,34,0,0,Male,0
4,65,70,64.95,1863.4,0,5392,31,1,1,Male,0
4,66,63,80.3,1189.44,9,5157,30,1,1,Male,0
3,31,54,84.4,1655.64,0,4154,41,0,1,Male,0
5,60,1,74.7,27.65,0,4182,79,0,1,Male,0
3,41,43,19.65,288.53,0,3678,44,0,0,Female,0
5,22,34,75.55,70.38,1,5381,66,0,1,Male,0
2,86,69,103.95,2566.8,1,4283,42,0,1,Female,1
5,45,62,19.85,878.54,0,4278,29,0,0,Male,0
1,70,1,75.8,14.48,0,3940,53,0,1,Female,1
1,91,27,75.2,189.54,2,4517,80,0,1,Female,1
1,94,7,95.0,143.64,0,2786,32,1,1,Male,1
1,81,2,45.35,50.98,0,3478,63,0,1,Male,1
4,33,17,25.1,0.0,0,4580,48,0,1,Male,0
1,67,1,94.0,21.85,0,4176,76,0,1,Male,1
3,31,69,19.1,2931.81,0,4535,19,0,0,Male,0
5,26,6,80.25,137.7,0,2706,50,0,1,Male,0
5,65,39,25.2,799.11,8,5453,64,1,0,Male,0
5,57,54,20.1,1417.5,0,5755,45,0,0,Female,0
5,38,10,45.25,35.5,0,5369,46,0,1,Female,0
4,63,69,60.8,0.0,7,5683,23,0,1,Male,0
3,22,16,73.25,640.48,6,3624,58,1,1,Female,0
4,25,41,20.25,271.01,0,3972,39,0,0,Female,0
3,26,59,94.75,967.01,4,5238,60,0,1,Female,0
4,60,36,35.35,0.0,7,3314,37,0,1,Male,0
4,25,46,108.65,1725.0,0,4210,51,0,1,Male,0
4,60,8,66.65,246.4,0,3804,41,0,1,Male,0
3,83,46,54.35,2079.2,0,2793,52,0,1,Female,1
1,79,65,108.65,2722.2,0,6120,53,0,1,Male,1
4,24,32,79.5,1555.84,0,3041,74,0,1,Female,0
5,27,30,74.85,1215.0,7,5610,77,0,1,Male,0
3,34,2,62.15,96.78,6,5766,59,0,1,Female,0
4,58,69,106.35,2960.1,1,6315,38,1,1,Male,0
3,83,3,75.25,53.61,0,5898,40,0,1,Female,1
4,25,32,98.85,769.28,2,3149,59,1,1,Female,0
5,39,69,24.45,2283.21,1,5295,23,1,0,Male,0
3,52,16,20.5,435.84,3,2856,30,1,0,Male,0
4,74,64,81.3,1063.04,6,5254,33,0,1,Female,0
5,73,15,19.8,241.95,0,2681,53,0,0,Male,0
3,86,1,20.15,21.59,0,4939,42,0,0,Female,1
4,65,71,69.2,3449.89,7,5546,80,1,1,Female,0
5,74,30,19.8,294.3,2,4006,33,0,0,Male,0
3,44,1,19.2,35.88,0,4629,33,0,0,Male,0
3,78,56,24.45,1844.08,7,5623,64,0,0,Male,0
3,76,72,89.7,833.04,2,6016,32,0,1,Male,0
4,27,48,70.1,213.6,1,5476,56,1,1,Female,0
3,25,72,84.45,1203.84,3,5856,75,0,1,Male,0
1,91,5,19.85,30.85,0,3799,57,0,0,Female,1
1,81,2,55.05,85.1,0,5855,47,0,1,Female,1
5,73,65,105.05,1743.95,0,5742,22,0,1,Female,0
3,25,72,74.55,1572.48,9,4703,61,1,1,Female,0
5,76,56,24.95,1627.36,9,5243,40,1,0,Female,0
1,91,19,86.0,387.79,0,4857,58,0,1,Male,1
3,34,2,74.75,87.12,0,4545,19,0,1,Male,0
2,83,31,91.15,1198.77,1,5219,39,0,1,Female,1
1,84,50,109.65,1385.0,0,5855,63,0,1,Female,1
4,64,42,20.25,391.86,4,4439,57,1,0,Male,0
3,34,23,68.75,721.97,3,3519,38,0,1,Female,0
2,67,2,70.7,18.24,0,2701,19,1,1,Female,1
4,32,45,20.85,1808.55,2,2844,24,1,0,Female,0
1,79,1,69.95,27.58,0,5066,48,0,1,Male,1
4,42,57,99.65,694.83,0,5106,32,0,1,Female,0
5,49,2,44.5,61.74,2,5456,33,1,1,Male,0
5,65,51,83.4,2341.92,0,4191,55,0,1,Male,0
5,79,6,20.65,194.04,0,3266,33,0,0,Male,0
1,85,20,90.2,993.8,1,2058,63,0,1,Male,1
1,96,4,85.65,173.28,0,3223,63,0,1,Female,1
3,72,52,72.95,2193.88,0,4368,75,0,1,Male,0
5,71,24,20.3,441.36,0,3740,78,0,0,Female,0
3,56,72,113.8,1776.24,0,4598,75,0,1,Male,0
2,91,1,68.65,12.4,0,3052,62,0,1,Female,1
3,48,66,25.45,2126.52,0,4163,40,0,0,Male,0
4,68,31,89.45,1427.86,5,5597,76,0,1,Male,0
5,68,34,105.1,95.88,0,3941,38,0,1,Female,0
3,41,68,84.7,535.16,1,5520,52,0,1,Female,0
3,41,22,57.95,936.76,9,5036,21,1,1,Male,0
1,65,1,50.35,0.0,1,4526,40,0,1,Male,1
3,59,44,20.5,1205.6,1,3093,64,0,0,Male,0
4,21,3,20.4,44.37,0,5695,42,0,0,Female,0
2,72,2,87.15,12.4,0,4149,50,0,1,Female,1
5,63,62,20.05,1299.52,5,6444,64,1,0,Male,0
4,33,67,54.9,3244.81,0,4826,68,0,1,Female,0
2,91,20,71.3,114.2,0,3684,78,0,1,Male,1
1,82,1,69.1,38.66,0,5795,62,0,1,Male,1
5,60,43,104.3,981.69,0,3927,20,1,1,Male,0
1,79,18,82.0,225.0,0,3306,36,0,1,Male,1
2,81,1,55.2,35.6,0,3638,22,0,1,Female,1
4,65,30,55.3,582.3,0,2725,25,0,1,Female,0
4,52,12,74.15,592.68,7,5426,63,0,1,Male,0
5,26,10,40.7,0.0,0,2164,31,0,1,Female,0
4,43,26,75.5,1030.38,0,5184,59,0,1,Male,0
4,43,19,20.85,687.04,0,2654,62,1,0,Male,0
1,79,1,25.1,0.0,0,4769,35,0,1,Female,1
4,43,26,38.85,0.0,4,3970,40,1,1,Female,0
3,38,45,34.2,0.0,0,5715,67,0,1,Female,0
3,81,9,71.0,220.68,0,2236,49,0,1,Female,1
3,85,1,71.15,24.75,0,5287,78,0,1,Female,1
3,58,11,61.25,306.24,0,2738,29,0,1,Male,0
3,26,51,90.35,469.71,0,4965,53,0,1,Male,0
3,45,24,66.3,223.2,6,2235,21,0,1,Female,0
3,43,16,19.7,114.24,10,5293,44,1,0,Female,0
1,96,1,24.75,0.0,0,3001,56,1,1,Male,1
5,50,72,84.5,3168.0,4,6202,62,1,1,Male,0
1,69,65,106.25,1214.85,1,5965,66,0,1,Female,1
2,95,2,49.25,87.98,0,3475,69,0,1,Male,1
3,65,27,70.55,823.23,0,2534,71,0,1,Male,0
5,70,48,24.35,656.16,0,4200,25,0,0,Female,0
4,23,72,24.1,1414.08,0,4264,48,1,0,Male,0
4,55,42,63.7,1887.9,10,3764,29,1,1,Male,0
3,20,71,82.7,2664.63,1,5089,72,0,1,Female,0
4,7,65,94.4,2490.8,2,5348,77,0,1,Female,0
1,79,1,53.55,1.59,0,2326,61,0,1,Female,1
5,43,32,54.2,1024.64,0,4454,42,0,1,Female,0
4,49,1,49.85,42.55,0,5323,44,1,1,Male,0
3,65,68,108.45,1478.32,0,4454,24,0,1,Male,1
3,73,67,60.4,1418.39,1,5356,60,0,1,Male,0
2,79,5,75.55,176.1,0,4600,20,0,1,Female,1
1,76,13,90.5,339.43,0,5394,68,0,1,Male,1
5,24,64,24.4,1019.52,0,5887,36,0,0,Female,0
5,53,71,24.85,1575.49,0,4367,69,0,0,Male,0
3,24,64,105.4,3152.64,8,4512,61,0,1,Female,0
3,31,1,19.65,16.91,0,3192,40,0,0,Male,0
3,24,62,70.75,2607.1,5,4133,58,1,1,Female,0
3,81,2,70.0,75.52,0,2928,31,0,1,Female,1
1,93,2,74.9,76.56,0,2078,37,0,1,Female,1
1,89,3,85.8,31.8,0,5641,20,0,1,Female,1
3,79,27,56.7,680.67,0,4472,35,0,1,Female,0
3,70,29,85.8,1145.5,4,2568,62,0,1,Male,0
4,80,32,91.05,1513.6,0,2716,40,0,1,Male,0
3,91,69,104.05,173.88,0,4254,50,0,1,Male,1
3,43,44,77.55,223.08,0,5044,39,1,1,Female,0
5,67,40,51.1,1379.6,0,3355,26,0,1,Male,0
3,66,5,21.05,171.3,0,2604,30,0,0,Male,1
4,29,8,19.7,92.56,8,5962,27,1,0,Male,0
3,79,35,70.3,365.05,4,5413,61,0,1,Female,1
1,91,1,85.45,31.03,0,2318,22,0,1,Female,1
4,56,43,84.85,378.83,0,4556,74,0,1,Male,0
4,75,12,35.5,0.0,7,2562,19,1,1,Male,0
3,68,8,43.35,0.0,1,2560,67,0,1,Male,0
5,41,13,19.75,131.43,0,2016,56,0,0,Male,0
5,56,24,60.45,569.04,0,5095,50,0,1,Male,0
4,75,25,60.35,646.75,1,3192,55,1,1,Male,0
5,32,38,19.3,1239.94,0,4705,48,0,0,Female,0
3,38,70,79.6,3340.4,0,5474,60,0,1,Female,0
5,59,52,75.4,540.8,9,5211,28,0,1,Male,0
2,74,21,77.5,368.97,1,5353,34,0,1,Male,1
1,79,29,68.85,29.58,0,5449,45,0,1,Female,1
3,23,22,89.75,492.36,8,4180,65,0,1,Male,0
4,49,52,79.75,1516.32,0,4142,23,0,1,Male,0
3,26,19,20.15,605.15,1,4246,48,1,0,Female,0
4,32,66,100.8,1851.96,0,5469,73,0,1,Female,0
1,96,3,77.0,145.02,0,3128,74,0,1,Male,1
3,49,10,19.8,190.5,6,3196,46,1,0,Female,0
4,36,51,80.75,1507.56,9,6032,40,1,1,Female,0
4,58,10,19.85,19.8,0,3768,29,0,0,Male,0
4,38,26,98.1,485.16,8,3114,79,0,1,Female,0
3,66,32,87.65,198.4,0,2426,53,0,1,Male,0
4,36,3,55.9,99.84,0,4648,20,1,1,Male,0
3,61,72,114.95,1539.36,3,6268,75,0,1,Male,0
1,78,6,82.85,51.54,3,4458,34,0,1,Male,1
3,92,9,75.75,285.75,1,5105,46,0,1,Female,1
5,28,27,20.1,901.8,0,3428,31,0,0,Male,0
5,57,18,20.1,697.14,0,5586,28,0,0,Male,0
3,80,5,85.4,211.45,1,3676,51,0,1,Male,1
2,90,70,45.25,0.0,0,5824,79,0,1,Male,1
4,54,61,25.0,1955.05,0,4673,62,1,0,Female,0
2,76,1,69.55,49.43,0,3042,27,0,1,Male,1
4,53,12,25.0,27.48,0,4408,37,0,0,Male,0
3,51,27,19.15,819.72,0,4004,20,1,0,Male,0
3,39,45,54.65,2034.45,1,5083,21,1,1,Male,0
4,32,8,20.15,22.96,1,3899,30,1,0,Male,0
4,22,72,97.85,184.32,7,4508,57,0,1,Female,0
2,85,22,94.65,1018.16,0,3665,52,0,1,Male,1
4,26,17,82.65,18.02,0,3754,79,0,1,Female,0
1,93,29,98.65,608.42,0,4235,76,0,1,Female,1
3,37,2,50.95,73.92,0,5968,42,0,1,Female,0
4,35,72,55.65,0.0,1,5192,28,1,1,Female,0
3,47,24,99.65,616.32,0,5207,39,0,1,Male,0
2,88,60,95.75,2113.2,1,4129,59,0,1,Male,1
4,78,72,74.35,1239.12,8,4874,61,1,1,Female,0
4,24,68,60.3,0.0,8,4864,44,0,1,Female,0
1,82,22,89.25,396.22,0,3161,38,0,1,Female,1
2,92,49,107.95,316.05,1,5785,38,0,1,Female,1
5,37,65,59.8,664.95,7,6034,46,0,1,Female,0
3,21,72,110.15,1706.4,5,4498,20,0,1,Female,0
4,60,18,95.05,133.56,0,4524,51,0,1,Female,0
4,32,7,34.2,0.0,3,5100,47,0,1,Male,0
3,33,64,86.4,545.28,0,6474,21,0,1,Female,0
4,50,54,94.75,2033.1,0,5665,30,0,1,Female,0
3,94,12,19.8,451.8,1,2653,59,0,0,Female,1
4,9,23,20.05,409.86,10,3742,44,0,0,Female,0
3,64,5,44.8,178.0,10,2492,45,1,1,Female,0
3,43,27,76.1,1071.09,0,3291,26,0,1,Female,0
3,79,63,99.65,90.09,2,4572,44,0,1,Female,0
5,77,3,26.4,101.61,0,4315,44,1,0,Male,0
3,25,36,55.8,1689.12,0,4770,38,0,1,Female,0
5,54,55,74.0,2359.5,6,4958,68,0,1,Male,0
3,70,20,20.0,772.0,4,3402,21,1,0,Female,0
2,72,5,78.75,5.8,1,3401,55,0,1,Male,1
4,53,41,19.75,1453.86,1,2011,21,0,0,Male,0
4,25,21,58.85,750.12,1,2845,63,1,1,Female,0
3,42,31,94.5,1423.52,0,3949,56,0,1,Male,0
3,50,41,60.3,99.63,8,4565,20,0,1,Male,0
2,81,2,74.7,13.02,0,2803,74,0,1,Male,1
4,61,50,19.8,93.5,5,5914,55,0,0,Male,0
1,86,55,104.15,583.55,1,4369,21,0,1,Male,1
3,80,16,96.4,513.76,0,2688,66,0,1,Female,1
2,89,3,79.25,149.28,0,4183,33,0,1,Male,1
3,48,1,19.45,29.15,0,2133,34,0,0,Male,0
3,76,28,60.9,808.08,7,3851,32,0,1,Male,0
4,23,69,54.95,0.0,4,4175,60,1,1,Female,0
4,66,62,23.75,2001.36,6,4811,26,0,0,Male,0
2,90,5,79.9,33.3,1,4324,78,0,1,Male,1
4,61,1,29.9,0.0,0,4155,42,0,1,Female,0
5,59,4,63.75,12.12,0,2624,53,0,1,Male,0
5,80,51,78.65,1297.95,10,5408,35,0,1,Female,0
4,45,10,51.65,490.4,0,4292,38,0,1,Male,0
3,52,1,19.9,7.76,0,4590,36,0,0,Male,0
4,60,69,25.6,1447.62,5,6053,55,1,0,Female,0
5,23,72,19.4,3564.0,1,5234,38,0,0,Male,0
1,87,22,61.15,945.56,1,4626,21,1,1,Female,1
5,29,15,19.75,52.35,0,4123,35,0,0,Male,0
3,28,71,106.8,2470.8,0,6423,67,0,1,Male,0
4,49,72,84.7,1792.8,1,6375,46,1,1,Female,0
4,30,61,65.2,2397.91,9,6238,74,1,1,Female,0
3,70,68,82.45,1010.48,0,5308,21,0,1,Female,0
3,87,1,54.35,25.39,0,4212,30,0,1,Male,1
3,35,60,101.15,603.0,0,5301,27,0,1,Male,0
5,42,18,77.8,358.74,0,4228,61,0,1,Female,0
1,96,1,69.6,34.51,0,3438,72,0,1,Female,1
5,65,29,34.3,0.0,0,2555,40,0,1,Male,0
3,44,68,88.0,2958.68,10,5436,49,1,1,Female,0
3,57,70,98.7,3166.8,5,5582,23,0,1,Male,0
1,91,43,103.0,749.49,1,2505,73,0,1,Male,1
5,48,51,56.15,0.0,4,4132,42,1,1,Female,0
3,79,27,20.25,965.79,0,5250,62,0,0,Female,0
3,32,24,50.6,0.0,0,4806,28,0,1,Male,0
2,91,6,55.3,11.16,1,3878,49,1,1,Male,1
1,88,40,104.8,1423.2,0,3492,55,0,1,Male,1
5,64,40,20.15,334.4,0,3915,33,0,0,Female,0
4,53,29,100.55,309.43,0,4847,33,0,1,Female,0
4,46,69,108.75,3205.05,5,5874,45,1,1,Female,0
3,66,18,39.05,0.0,1,2601,46,0,1,Female,1
3,29,41,80.55,252.56,0,4176,51,0,1,Female,0
3,72,66,63.85,506.22,4,5956,21,0,1,Male,0
1,89,65,105.5,2219.1,7,5720,20,0,1,Female,1
3,39,41,19.75,1535.86,0,5678,40,0,0,Female,0
5,41,50,19.4,631.0,0,6233,36,0,0,Female,0
4,50,23,64.9,1067.2,0,3314,34,0,1,Male,0
4,59,2,81.5,49.9,0,4267,66,0,1,Female,0
4,24,3,77.4,133.26,0,5528,36,0,1,Male,0
4,45,48,64.4,1259.52,0,2545,39,1,1,Male,0
2,91,40,84.85,81.2,1,5764,64,0,1,Female,1
3,51,11,78.5,457.38,0,4333,71,0,1,Male,0
3,80,63,40.6,0.0,0,6406,48,0,1,Male,0
1,92,61,106.0,2863.95,1,4334,52,0,1,Male,1
3,23,70,77.3,336.0,2,6252,22,0,1,Male,0
3,91,1,70.1,46.17,0,2007,58,0,1,Female,1
4,32,65,107.45,1272.7,7,6211,65,1,1,Female,0
3,69,4,79.0,110.28,0,2085,61,0,1,Female,1
4,32,34,96.35,483.82,0,5425,79,0,1,Female,0
2,83,2,96.0,96.68,0,3391,57,0,1,Female,1
2,81,7,76.45,188.65,0,4419,77,1,1,Female,1
4,46,1,85.0,15.2,0,5754,60,0,1,Male,0
3,80,6,54.85,181.02,3,5729,23,1,1,Female,0
1,90,59,110.15,1339.89,1,4601,43,0,1,Male,1
3,24,14,69.2,41.44,8,2871,52,1,1,Male,0
5,40,19,94.95,371.83,10,5316,78,0,1,Female,0
4,51,38,85.4,665.76,6,5292,26,1,1,Male,0
1,76,3,50.65,67.68,0,2876,51,0,1,Female,1
4,64,25,74.3,432.5,0,4815,53,0,1,Male,0
5,62,59,111.35,2839.08,0,6047,19,0,1,Male,0
2,71,26,60.05,580.58,1,2039,35,0,1,Female,1
3,72,44,20.0,1621.84,2,3743,23,1,0,Male,0
3,5,43,85.1,107.07,0,2319,29,0,1,Female,0
4,27,1,19.75,30.38,8,3068,31,1,0,Male,0
4,76,48,60.6,2146.56,1,4077,35,0,1,Female,0
5,62,39,73.15,338.91,0,3271,43,0,1,Male,0
3,71,72,24.8,987.84,1,6251,38,0,0,Male,0
3,54,46,95.65,1407.6,0,4727,27,0,1,Female,0
3,63,12,54.3,451.56,0,3854,59,0,1,Female,0
4,52,10,60.2,197.7,5,5318,50,1,1,Male,0
3,53,66,65.85,1776.06,10,5500,59,1,1,Male,0
3,65,60,50.05,0.0,7,5493,31,0,1,Female,0
4,26,26,44.45,0.0,0,3080,46,0,1,Female,0
2,81,44,100.55,1888.48,0,3486,41,0,1,Male,1
4,29,49,49.65,0.0,8,4283,22,0,1,Male,0
1,66,34,79.6,878.56,1,3980,79,0,1,Female,1
4,27,59,50.25,0.0,4,5546,65,0,1,Male,0
2,83,1,75.1,5.94,0,4335,36,0,1,Female,1
3,29,52,91.25,1628.12,0,4770,43,0,1,Male,0
5,62,15,48.85,475.2,0,5584,34,0,1,Female,0
4,61,22,95.1,245.3,0,3729,39,0,1,Male,0
3,69,36,60.7,0.0,7,3671,59,0,1,Male,0
5,67,53,105.55,684.76,0,5731,33,0,1,Female,0
3,25,72,67.2,0.0,0,5592,20,1,1,Male,0
4,25,21,60.25,155.61,0,4870,30,0,1,Female,0
4,65,35,83.15,1442.35,0,2332,52,0,1,Male,0
4,41,28,19.55,443.8,9,3948,27,1,0,Female,0
4,36,61,20.55,2852.36,0,4446,24,0,0,Male,0
3,80,14,84.8,372.12,1,2452,46,1,1,Female,0
3,80,46,59.9,0.0,1,4011,80,0,1,Male,1
3,52,41,19.7,981.95,1,2902,45,1,0,Female,0
4,37,3,86.05,54.78,0,2500,54,0,1,Male,0
5,22,1,19.8,11.96,0,3129,50,0,0,Female,0
3,50,1,50.15,20.3,0,4014,45,0,1,Male,0
3,23,10,95.25,264.3,0,4810,35,0,1,Male,0
4,69,64,111.6,1045.12,9,4881,71,0,1,Male,0
4,53,72,109.75,1349.28,1,4265,66,0,1,Male,0
5,25,55,20.5,2251.7,1,5011,57,1,0,Male,0
1,75,16,93.2,652.16,0,5497,40,0,1,Female,1
5,24,17,80.85,780.64,0,3913,25,1,1,Male,0
5,61,41,104.4,259.53,0,4477,78,0,1,Female,0
3,45,10,80.85,310.9,8,2048,40,0,1,Female,0
3,27,66,104.6,1683.66,7,5722,74,0,1,Female,0
3,64,47,20.25,415.95,0,5134,50,0,0,Female,0
3,83,3,19.75,73.89,0,2647,41,0,0,Female,1
4,64,9,19.5,422.46,0,4283,43,0,0,Female,0
3,58,71,108.55,2269.87,10,4111,29,0,1,Male,0
3,74,32,85.95,1566.4,0,2431,78,0,1,Female,1
3,37,69,85.35,1274.43,0,6499,42,0,1,Female,0
5,43,1,19.7,34.28,2,2004,37,1,0,Male,0
4,66,30,70.25,519.9,7,5417,53,0,1,Female,0
4,30,66,50.55,0.0,9,4652,33,1,1,Male,0
3,61,71,109.3,2021.37,4,5737,36,1,1,Male,0
4,41,72,20.1,1587.6,6,4603,25,1,0,Female,0
4,61,15,96.5,342.45,9,2394,79,0,1,Male,0
3,21,44,61.5,1974.28,8,2059,60,0,1,Female,0
4,59,2,50.2,12.68,0,4697,61,0,1,Male,0
5,52,59,72.1,1463.79,9,6225,39,0,1,Female,0
5,72,56,88.9,726.32,4,4170,49,1,1,Female,0
1,68,1,89.15,32.35,1,3123,44,0,1,Male,1
4,26,44,111.5,1955.8,0,2827,48,0,1,Male,0
3,39,63,108.25,325.71,0,5331,46,0,1,Female,0
3,50,4,74.45,17.16,0,4093,65,0,1,Female,0
5,63,2,19.4,13.3,0,5816,58,0,0,Female,0
3,39,18,74.8,779.22,1,4809,25,0,1,Female,0
4,37,62,96.1,2837.12,1,5868,67,1,1,Female,0
4,39,14,80.35,102.76,0,3276,73,0,1,Female,0
3,42,72,82.65,1244.16,7,4324,53,0,1,Female,0
4,28,13,96.85,346.84,0,3098,74,0,1,Female,0
1,90,56,98.25,1072.96,1,4886,21,0,1,Female,1
3,76,47,87.2,51.23,7,3760,54,1,1,Male,0
2,74,1,73.5,3.84,0,4378,50,0,1,Female,1
3,86,1,73.65,39.88,0,5443,80,0,1,Male,1
